,loss,accuracy,val_loss,val_accuracy,lr
0,1.3879599571228027,0.5558927059173584,0.47507214546203613,0.5764167308807373,0.0010000000474974513
1,0.43063074350357056,0.609950602054596,0.3932344317436218,0.6451058983802795,0.0010000000474974513
2,0.38476428389549255,0.6517995595932007,0.38286179304122925,0.6448196768760681,0.00010000000474974513
3,0.3769369423389435,0.6563867330551147,0.37642595171928406,0.6545506715774536,1.0000000656873453e-05
4,0.37438851594924927,0.6565278768539429,0.3756122291088104,0.6556954979896545,1.0000001111620804e-06
5,0.3725821077823639,0.6587861776351929,0.37536072731018066,0.6568403244018555,1.000000082740371e-07
6,0.3735541105270386,0.6623853445053101,0.37599655985832214,0.6542644500732422,1.000000082740371e-08
7,0.37669506669044495,0.6570218801498413,0.3749890625476837,0.657698929309845,1.000000082740371e-09
8,0.37305310368537903,0.6594918966293335,0.37630707025527954,0.6548368334770203,1.000000082740371e-10
9,0.3750849664211273,0.6618913412094116,0.3749529719352722,0.6559816598892212,1.000000082740371e-11
10,0.37368670105934143,0.6597741842269897,0.37491559982299805,0.6571264863014221,1.0000001044244144e-12
11,0.3745833933353424,0.6585744619369507,0.3751923143863678,0.658271312713623,1.0000001179769416e-13
12,0.37610962986946106,0.6599858999252319,0.3750816583633423,0.656554102897644,1.0000001518582595e-14
13,0.3762107789516449,0.6593507528305054,0.3755805790424347,0.6556954979896545,1.0000001095066121e-15
14,0.37321245670318604,0.6599858999252319,0.3750220239162445,0.6562678813934326,1.0000000830368325e-16
15,0.3733191192150116,0.6640790104866028,0.3753010034561157,0.6562678813934326,1.0000000664932203e-17
16,0.37586939334869385,0.6546224355697632,0.37518590688705444,0.6571264863014221,1.000000045813705e-18
